CODIGO,nombre,FECHA_INST,altitud,latitud,longitud,FECHA_SUSP,ENTIDAD,CategId,WMORadkm,CATEGORIA,DEMValue,COD_AH,COD_ZH,COD_SZH,NOM_AH,NOM_ZH,NOM_SZH,Akm2_SZH
21087110,HDA VENECIA BETANIA  - AUT  [21087110],2009-07-29 00:00:00,575.0,2.64380556,-75.54430556000001,NaT,CENTRAL HIDROELECTRICA DE BETANIA CHB HOY EMGESA,LG,999999,Limnigráfica,575.0,2,21,2108,Magdalena Cauca,Alto Magdalena,Río Yaguará y Río Iquira,945.050398766
21090130,HIDROBETANIA [21090130],1982-02-15 00:00:00,500.0,2.7,-75.43333333,1987-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,500.0,2,21,2108,Magdalena Cauca,Alto Magdalena,Río Yaguará y Río Iquira,945.050398766
21050200,ESCUELA RIOSUCIO [21050200],1980-06-15 00:00:00,2700.0,2.51666667,-76.23333333,1983-10-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,2700.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020090,AURELIA LA  [26020090],1959-04-15 00:00:00,1840.0,2.61666667,-76.58333332999999,NaT,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1840.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020130,TOTORO [26020130],1985-10-15 00:00:00,2427.0,2.54183333,-76.41880556000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,2427.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020190,GABRIEL LOPEZ [26020190],1970-06-15 00:00:00,3071.0,2.50975,-76.28905556000001,2021-11-19 11:56:40,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,3071.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020230,ROSARIO EL [26020230],1971-04-15 00:00:00,1767.0,2.60655556,-76.75608333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1767.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020310,FLORIDA LA GJA  [26020310],1960-12-15 00:00:00,1600.0,2.53333333,-76.61666667,NaT,MINISTERIO DE OBRAS PUBLICAS,PM,12.5,Pluviométrica,1600.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26020460,POLINDARA [26020460],1984-10-15 00:00:00,2507.0,2.48758333,-76.40466667,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,2507.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26025070,GABRIEL LOPEZ [26025070],1971-04-15 00:00:00,3071.0,2.50975,-76.28905556000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,3071.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26025080,CAJIBIO  [26025080],1942-11-15 00:00:00,1773.0,2.61666667,-76.58333332999999,1944-12-15 00:00:00,MINISTERIO DE AGRICULTURA,CO,25,Climática Ordinaria,1773.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26025090,VENTA DE CAJIBIO [26025090],1972-11-15 00:00:00,1850.0,2.58475,-76.56183333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1850.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26027080,TOTORO [26027080],1961-05-15 00:00:00,2551.0,2.51247222,-76.40377778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,2551.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26027200,PUENTE CARRETERA  - AUT [26027200],1969-10-14 00:00:00,1744.0,2.53675,-76.55844444,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,1744.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26027240,MALVASA [26027240],1961-05-15 00:00:00,2977.0,2.47075,-76.33677777999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,999999,Limnigráfica,2977.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26027260,FLORIDA LA [26027260],1968-03-15 00:00:00,1980.0,2.43333333,-76.36666667,1971-01-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,1980.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26027290,PAN DE AZUCAR  [26027290],1975-08-15 00:00:00,1200.0,2.71666667,-76.7,1990-05-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,1200.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26030130,PAN DE AZUCAR  [26030130],1975-11-15 00:00:00,1200.0,2.71666667,-76.7,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1200.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
26037050,MICHICAL  [26037050],1983-04-15 00:00:00,1161.0,2.71666667,-76.73333333,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,1161.0,2,26,2602,Magdalena Cauca,Cauca,Río Palacé,940.671235208
21055060,ALPES LOS - AUT [21055060],2007-11-20 00:00:00,4530.0,2.97113889,-76.11577778,2010-09-29 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,75,Climática Principal,4530.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26025130,ORTIGAL  - AUT  [26025130],1995-03-01 00:00:00,1020.0,3.27,-76.34861111000001,NaT,CENTRO NACIONAL DE INVESTIGACION PARA LA CAÑA DE AZUCAR,CP,75,Climática Principal,1020.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26025140,EL NARANJO  - AUT  [26025140],1993-05-01 00:00:00,980.0,3.19555556,-76.39,NaT,CENTRO NACIONAL DE INVESTIGACION PARA LA CAÑA DE AZUCAR,CP,75,Climática Principal,980.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26025150,CORINTO  - AUT  [26025150],1995-03-01 00:00:00,1000.0,3.12027778,-76.3325,NaT,CENTRO NACIONAL DE INVESTIGACION PARA LA CAÑA DE AZUCAR,CP,75,Climática Principal,1000.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040010,GUABITO HDA  [26040010],1931-04-15 00:00:00,1000.0,3.11666667,-76.3,1948-12-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,12.5,Pluviométrica,1000.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040020,QUEBRADASECA  [26040020],1931-04-15 00:00:00,980.0,3.2,-76.26666666999999,1962-05-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,12.5,Pluviométrica,980.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040030,MIRANDA 2  [26040030],1934-05-15 00:00:00,1060.0,3.26666667,-76.26666666999999,1947-10-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,12.5,Pluviométrica,1060.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040040,MIRANDA 1 [26040040],1946-05-15 00:00:00,160.0,3.26666667,-76.26666666999999,1971-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,12.5,Pluviográfica,160.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040050,RIO PALO [26040050],1964-07-15 00:00:00,19.0,3.07061111,-76.37783332999999,1971-09-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,12.5,Pluviográfica,19.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040060,TACUEYO  [26040060],1972-01-15 00:00:00,1790.0,3.05,-76.21666667,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1790.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040070,JAMBALO  [26040070],1966-10-15 00:00:00,2322.0,2.83333333,-76.3,1968-04-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,PM,12.5,Pluviométrica,2322.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040080,PADILLA  [26040080],1966-10-15 00:00:00,1000.0,3.23333333,-76.31666666999999,1968-04-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,PM,12.5,Pluviométrica,1000.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040090,TORIBIO  [26040090],1966-10-15 00:00:00,1838.0,3.05,-76.21666667,1968-03-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,PM,12.5,Pluviométrica,1838.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040100,GUACHENE  [26040100],1966-10-15 00:00:00,1050.0,3.13333333,-76.4,1991-01-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1050.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040110,HOLANDA LA  [26040110],1964-10-15 00:00:00,1920.0,3.23333333,-76.33333332999999,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1920.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040120,RIOPAILA  [26040120],1969-01-15 00:00:00,1300.0,3.21666667,-76.33333332999999,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1300.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040130,GUSTAVELEZ  [26040130],1969-01-15 00:00:00,1915.0,3.25,-76.33333332999999,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1915.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040140,STA ANA  [26040140],1969-01-15 00:00:00,1917.0,3.25,-76.28333332999999,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1917.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040150,PAMPA  [26040150],1970-01-15 00:00:00,1919.0,3.25,-76.3,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1919.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040160,UKRANIA  [26040160],1970-11-15 00:00:00,1026.0,3.16666667,-76.26666666999999,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1026.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040180,STA MARTA  [26040180],1971-03-15 00:00:00,2120.0,3.11666667,-76.15,1983-09-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,2120.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040190,TESORITO  [26040190],1971-03-15 00:00:00,2339.0,3.03333333,-76.15,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,2339.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040200,TORIBIO  [26040200],1971-03-15 00:00:00,1713.0,2.96666667,-76.23333333,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1713.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040210,TRAPICHE EL  [26040210],1971-03-15 00:00:00,1500.0,3.01666667,-76.25,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1500.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040220,TOMINIO  [26040220],1971-03-15 00:00:00,1838.0,3.05,-76.21666667,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1838.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040230,DUQUESA  [26040230],1970-01-15 00:00:00,1921.0,3.23333333,-76.31666666999999,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1921.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040240,JAMBALO  [26040240],1971-07-15 00:00:00,2322.0,2.83333333,-76.28333332999999,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,2322.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040250,CORINTO [26040250],1972-01-15 00:00:00,1107.0,3.17911111,-76.24769444,2021-11-19 13:03:27,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1107.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040260,TORIBIO ALERTAS [26040260],1980-02-15 00:00:00,1774.0,2.95236111,-76.26222222000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,75,Climática Principal,1774.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040270,ING PICHICHI  [26040270],1969-12-15 00:00:00,1029.0,2.91666667,-76.28333332999999,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,1029.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040280,TACUEYO [26040280],1966-03-15 00:00:00,30.0,2.73333333,-76.33333332999999,1972-08-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,30.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040310,RIO PALO [26040310],1964-07-15 00:00:00,1090.0,3.07061111,-76.37783332999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1090.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040320,TACUEYO [26040320],1966-01-15 00:00:00,1780.0,3.05,-76.23333333,1971-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,12.5,Pluviográfica,1780.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040330,RECREO EL  [26040330],1972-01-15 00:00:00,1924.0,3.23333333,-76.3,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1924.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040350,STO DOMINGO  [26040350],1975-04-15 00:00:00,2500.0,3.01666667,-76.11666667,1985-02-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,PM,12.5,Pluviométrica,2500.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26040360,TACUEYO - AUT [26040360],2017-06-30 19:00:00,1790.0,3.059275,-76.22381111,NaT,CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,1790.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
2604500039,CORINTO - AUT  [2604500039],2017-12-20 00:00:00,1036.0,3.18,-76.25,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,75,Climática Principal,1036.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
2604500134,TORIBIO ALERTAS   TORIBIO - AUT   [2604500134],2017-04-27 00:00:00,1759.0,2.95238889,-76.26208333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,75,Climática Principal,1759.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26045010,INGENIO BENGALA [26045010],1965-05-15 00:00:00,983.0,3.26280556,-76.41447222000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,983.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26045020,TACUEYO [26045020],1972-08-15 00:00:00,1790.0,3.03333333,-76.23333333,1979-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1790.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26045030,PITAYO [26045030],1971-04-15 00:00:00,2980.0,2.73333333,-76.33333332999999,1974-08-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,2980.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047010,PLANTA  [26047010],1968-10-15 00:00:00,1023.0,3.08333333,-76.38333333,1971-05-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,1023.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047020,BOCAT RIO PALO [26047020],1945-08-15 00:00:00,1090.0,3.06197222,-76.34877777999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,999999,Limnigráfica,1090.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047040,PAILA LA  [26047040],1965-08-15 00:00:00,1093.0,3.16666667,-76.25,1968-02-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,LM,999999,Limnimétrica,1093.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047050,GUACAS LAS  [26047050],1965-07-15 00:00:00,1095.0,3.13333333,-76.28333332999999,1967-12-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,LM,999999,Limnimétrica,1095.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047060,PTE CARRETERA  [26047060],1965-08-15 00:00:00,1070.0,3.11666667,-76.31666666999999,1967-12-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,LG,999999,Limnigráfica,1070.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047070,PTO TEJADA  - AUT  [26047070],1945-01-15 00:00:00,966.0,3.23333333,-76.43333333,NaT,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,966.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047080,HUASANO  [26047080],1971-02-15 00:00:00,1090.0,3.13333333,-76.3,1972-03-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LM,999999,Limnimétrica,1090.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047090,BUEYES LOS  [26047090],1972-01-15 00:00:00,1150.0,3.21666667,-76.26666666999999,1991-03-15 00:00:00,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LM,999999,Limnimétrica,1150.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047100,CANAL PALO [26047100],1982-11-15 00:00:00,160.0,3.08333333,-76.35,2005-09-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,160.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26047110,PALO - BOCATOMA - AUT [26047110],2017-06-30 19:00:00,1069.0,3.05903056,-76.36922778,NaT,CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,LG,999999,Limnigráfica,1069.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26060040,CENIT EL HDA  [26060040],1966-10-15 00:00:00,980.0,3.3,-76.43333333,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,980.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26060120,CAIRO EL  [26060120],1969-01-15 00:00:00,1923.0,3.26666667,-76.35,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1923.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26060130,GRUTA  [26060130],1969-01-15 00:00:00,1922.0,3.26666667,-76.3,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1922.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26060140,CHONTAL  [26060140],1969-01-15 00:00:00,1921.0,3.26666667,-76.36666667,NaT,ESTACIONES PARTICULARES,PM,12.5,Pluviométrica,1921.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26065010,INGENIO CAUCA [26065010],1965-01-15 00:00:00,1003.0,3.26916667,-76.34733333,2021-11-19 15:24:48,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1003.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26065020,MIRANDA [26065020],1965-06-15 00:00:00,1133.0,3.24566667,-76.22305556,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1133.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
26065030,MIRANDA  - AUT  [26065030],1993-04-03 00:00:00,1050.0,3.26111111,-76.2875,NaT,CENTRO NACIONAL DE INVESTIGACION PARA LA CAÑA DE AZUCAR,CP,75,Climática Principal,1050.0,2,26,2604,Magdalena Cauca,Cauca,Río Palo,1664.31227201
21060010,FLORIDA LA  [21060010],1952-05-15 00:00:00,1450.0,2.35,-75.5,1952-07-15 00:00:00,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1450.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060020,FATIMA  [21060020],1953-01-15 00:00:00,1040.0,2.16666667,-75.61666667,1966-12-15 00:00:00,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1040.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060030,GIGANTE 1 [21060030],1958-11-15 00:00:00,1332.0,2.4,-75.55,1971-08-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1332.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060040,PITA LA [21060040],1958-12-15 00:00:00,1330.0,2.20202778,-75.54858333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1330.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060050,MIRADOR  [21060050],1969-04-15 00:00:00,1000.0,2.2,-75.65,NaT,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1000.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060060,CIENAGA LA  [21060060],1969-07-15 00:00:00,490.0,2.68333333,-75.4,1972-12-15 00:00:00,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA,PM,12.5,Pluviométrica,490.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060070,GIGANTE 2 [21060070],1971-04-15 00:00:00,850.0,2.38891667,-75.53808332999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,850.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060080,GARZON [21060080],1971-04-15 00:00:00,990.0,2.19008333,-75.60505556000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,990.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060090,HOBO EL [21060090],1971-04-15 00:00:00,636.0,2.57480556,-75.43552778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,636.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060100,CRISTALINA  LA HACIENDA [21060100],1979-11-15 00:00:00,1460.0,2.31716667,-75.50358333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1460.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060110,RIOLORO [21060110],1980-06-15 00:00:00,721.0,2.3215,-75.62466667,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,721.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060130,GARZON  [21060130],1931-11-15 00:00:00,1600.0,2.2,-75.46666667,1957-12-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,12.5,Pluviométrica,1600.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060140,PRIMAVERA LA  [21060140],1991-01-15 00:00:00,1400.0,2.26666667,-75.51666666999999,NaT,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1400.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21060150,VILLA CONSUELO  [21060150],1991-01-15 00:00:00,1450.0,2.2,-75.56666666999999,NaT,FEDERACION NACIONAL DE CAFETEROS,PM,12.5,Pluviométrica,1450.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21065010,ZONA CAFETERA  [21065010],NaT,1454.0,2.28686111,-75.51192533,NaT,EMGESA EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGÍA,CO,25,Climática Ordinaria,1454.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
21065012,ALTA MONTAÑA  [21065012],NaT,1848.0,2.151985,-75.53759335999999,NaT,EMGESA EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGÍA,CO,25,Climática Ordinaria,1848.0,2,21,2106,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),1158.96949152
